,Choice_1,Choice_2,Choice_3,Choice_4,X_1_1,X_2_1,X_3_1,X_1_2,X_2_2,X_3_2,X_1_3,X_2_3,X_3_3,X_1_4,X_2_4,X_3_4,Cost_1,Cost_2,Cost_3,Cost_4
10,0.0,0.0,1.0,1.0,0.46848893134728853,0.2343130831852429,0.08982494354366533,0.679403574369191,0.6559283222551944,0.003944399270647492,0.06654133923473937,0.0011210912356498515,0.6660838169038314,0.3856511597640656,0.09405827373763798,0.4585675730359198,0.5551066664626131,0.07889832757955029,0.7905323752184842,0.19011752101262602
11,1.0,1.0,1.0,1.0,0.6443417284133335,0.5949977389592146,0.7906030738245564,0.7999690691973351,0.6796979189449142,0.43875185216489787,0.2623588927575021,0.2365218834894247,0.8390020764323446,0.36874333902243106,0.6191883816810096,0.4665643285158281,0.23579324922283607,0.7216937059772244,0.2772316518737238,0.591625039086604
12,1.0,1.0,1.0,1.0,0.49250063086657647,0.7186221136376938,0.6541588135369757,0.9665016966214223,0.38957233415205605,0.9701721920589899,0.3605796053743392,0.5618423383712171,0.0313355780270147,0.30480027794853326,0.07269465079605752,0.46721992557155956,0.20548419487083303,0.6119674095355525,0.2879643396051802,0.7121620319841954
13,1.0,1.0,1.0,1.0,0.41345069380478017,0.42228271227982705,0.7949103087419049,0.056518548554810644,0.8971820112883815,0.3186963754154789,0.36398678374124227,0.7054880425651839,0.23103496982204008,0.5482704313353302,0.31956019957801485,0.7302113008278549,0.8733888898023995,0.7768194815292895,0.9961955100282829,0.4964135026493397
14,1.0,0.0,1.0,1.0,0.9425723255994333,0.7744225227494643,0.8637907659538764,0.8290361518799408,0.8137964667065034,0.6316623383334327,0.6881042561118126,0.09505541728084255,0.8763727104084346,0.8328050829875995,0.4206734869438645,0.775825580553317,0.27998575109570667,0.6599914503100472,0.5632036202700827,0.740969058233233
15,1.0,0.0,1.0,1.0,0.4909779227807123,0.5260344372630833,0.7138173361963251,0.12317236965978684,0.45279854641186057,0.14136043213856375,0.3400760216018368,0.23354548188578772,0.5074442748557263,0.42741471278898957,0.53647236375119,0.8690841989698258,0.47728993754046223,0.987478781708163,0.30440676326590776,0.5820510439306958
16,0.0,1.0,1.0,1.0,0.8433488494788387,0.04136066762131607,0.07753699483173193,0.3680050792084093,0.7443133193330708,0.3884428735526603,0.14635091672290812,0.3773290886129015,0.37146278035525127,0.9326339783127583,0.8787093358615821,0.6354028906563364,0.22076377423778348,0.4614171679098539,0.2796767374056456,0.40121951766554387
17,1.0,1.0,1.0,1.0,0.07311182197875143,0.8473103626003157,0.8506322881344338,0.33730247993827767,0.6444964306975002,0.833026097414485,0.5344452204076814,0.6610823129304484,0.5907996202506948,0.4080680028821334,0.22967833756724032,0.6891540550475875,0.6970725598958972,0.12234985742470283,0.7376489822288164,0.5372630921698168
18,1.0,1.0,1.0,0.0,0.9792966497844691,0.8612482498657266,0.8547068703483187,0.5520280946035544,0.4236492467731422,0.18325787628173884,0.4201860565669552,0.6791056304555848,0.32292753618511316,0.8741007203200089,0.8318801729054845,0.08145924366807022,0.6997157441956207,0.6368074828655239,0.44561728912965537,0.34495946521493004
19,1.0,0.0,0.0,1.0,0.6018495208010357,0.8656263701636755,0.7151208554122931,0.08951757767417778,0.9565405373741248,0.009705286594094309,0.8232837073680719,0.5194836902750831,0.11782167794091092,0.5286380883589897,0.6703610564468512,0.23355255586983226,0.7291172398235517,0.7173413920506742,0.9556133462319782,0.09987703273714554
20,1.0,0.0,1.0,1.0,0.660006132875956,0.11651345077462649,0.38301959624552806,0.6243141481688452,0.2945068443158435,0.14830011008915522,0.2356350677319089,0.5641020327529898,0.9209693814442615,0.7231777801547313,0.9535771385430054,0.25599860138055064,0.09839411940819398,0.16567582802565595,0.712768636129723,0.3492444035887531
21,1.0,1.0,0.0,1.0,0.6437226463937643,0.36052869693103684,0.4209805562970279,0.41913790908019244,0.3238790530887671,0.8200770285421939,0.49586035923280014,0.9384059406715014,0.26103985926255735,0.46491360194879794,0.9137581737244195,0.099125576848901,0.018451291555539706,0.47078055318160816,0.9388792678387217,0.8007850111526961
22,1.0,0.0,1.0,1.0,0.6462377842147521,0.4209284048656241,0.567943797209756,0.8464573019256639,0.1713787188661281,0.6427820075947219,0.058164613716645386,0.1739247315860849,0.8008605568966486,0.9752442173580635,0.9176418491426879,0.9300838446479367,0.5660641549277002,0.9547694988069049,0.8450611488325568,0.9538409971101576
23,1.0,1.0,1.0,1.0,0.8942534773685309,0.2635315009384698,0.4992301921434925,0.46111571895310544,0.282167858066918,0.6213617088953414,0.017000008699665115,0.8825344686406884,0.14659876987585319,0.4002517828835265,0.6161581298260632,0.5881819966386312,0.6424286179877892,0.8262569306623857,0.04844636509447986,0.07600735262284353
24,1.0,0.0,1.0,1.0,0.05404416158238323,0.7534884972348144,0.5490755050884186,0.5604536573832695,0.7671055032148038,0.21078897175015865,0.9736755018730417,0.5077193660999998,0.4909788857129217,0.8491991192968267,0.31654321671989427,0.79819362698814,0.6597518683698432,0.4462844984668358,0.5850657331053347,0.08363165727533894
25,1.0,1.0,1.0,1.0,0.2089490073223247,0.008282924743668207,0.6492825130268117,0.7828742642149971,0.10600493432246483,0.4396881563676065,0.09166968191935398,0.212358070930163,0.648376158837715,0.6017968114123551,0.46842029798389717,0.12959741196363794,0.23972774629452775,0.7626529905373043,0.8324838037899844,0.6735164643514944
26,1.0,1.0,0.0,1.0,0.24601388879142916,0.7764458082906632,0.9474733460479168,0.1883167322259911,0.9520713116751741,0.9745033130378499,0.5981853180796494,0.5915257290011091,0.2440332379798189,0.3318044201206516,0.43624813068317225,0.4335338809471442,0.5991011973792605,0.5238659965552551,0.38870588303664744,0.5261728261275059
27,1.0,0.0,0.0,1.0,0.3261147982035181,0.04939710457204227,0.8596418804197615,0.79205476267217,0.5189475686527771,0.2194375961170536,0.647613135653911,0.8108334635710195,0.3759376703459978,0.15836129855925163,0.7442882379242809,0.5930537527163622,0.45656956688510475,0.3941558308498162,0.6546504393034832,0.887599261275637
28,1.0,0.0,1.0,1.0,0.10850423812695886,0.2295714977214134,0.41988768993352,0.9380150388367159,0.6836408927051166,0.040645173698392156,0.1694798456931632,0.5199984372464976,0.7675624014189458,0.2559251317164106,0.4811432125072963,0.10097115606969442,0.4587802014108606,0.6910492114297517,0.4036762583644915,0.5142161911775267
29,1.0,0.0,1.0,1.0,0.9541173390703884,0.029114584111002317,0.7224168692076102,0.5059604812449221,0.6798530077379585,0.036711687969500084,0.1556747572208691,0.13844642555282038,0.045877900205166466,0.926776091104693,0.15817435133730184,0.23479391816239636,0.439836672957154,0.6092219995138004,0.69091465714735,0.8720879948537086
30,1.0,0.0,1.0,1.0,0.21824615972059191,0.4983402331312595,0.8663821442966915,0.3872797961534109,0.06933086946832023,0.05724104396840923,0.0362207126356584,0.5708697261029103,0.4123434019958827,0.3541093852747321,0.44043732308701244,0.2375090573926254,0.508185710796447,0.9697397406101573,0.7404789623603074,0.7587868236741222
31,1.0,0.0,1.0,1.0,0.29568960406942757,0.15874069255954415,0.6865194373743098,0.8542724595592653,0.707425473866017,0.5630197436094263,0.33653440647174704,0.9111108208239026,0.654498063207955,0.20102081597211674,0.20599207313127976,0.4108806892242053,0.1535273227053371,0.4125470597341129,0.22718257990226964,0.6290410527865062
32,1.0,0.0,1.0,1.0,0.42617961780234437,0.8970438247703827,0.5543694464943677,0.6884924556171672,0.8752181162390102,0.2122677230755724,0.9894806237669926,0.9530048027182417,0.8810692004032696,0.01994136962146542,0.4598156963288419,0.36101829037355526,0.004252942126993231,0.6582787618484311,0.5019107495679048,0.30468602369204156
33,1.0,1.0,0.0,1.0,0.1333584066024539,0.4917022809032231,0.9539269793999111,0.7573214943739147,0.44408134150510437,0.5109469324214899,0.1470621450546592,0.9863739889654554,0.014568546527974346,0.9993129991089991,0.32814478441020534,0.9736682221008586,0.5593457226305333,0.878827753659361,0.27531153907426864,0.7013191213901244
34,0.0,1.0,1.0,1.0,0.37666189696780294,0.6869560065660971,0.12127493095494146,0.02471089949111005,0.3492968001649799,0.5807540169504498,0.38338363815169185,0.2600929701767689,0.23844453695042234,0.8470966082799287,0.12195688178823771,0.5154094163830171,0.1729951540449417,0.29268608009892816,0.554757457308391,0.0021882201934574352
35,1.0,0.0,1.0,1.0,0.04103994667874922,0.06012968224945259,0.8437829860802659,0.4839465053017409,0.8014663267540753,0.43896285174898453,0.11752675958029679,0.35216782940407654,0.09255171661614603,0.1861230739877826,0.4943149610157046,0.9161096389776803,0.5122743356220304,0.5094327911885176,0.4479932703844517,0.13403167542773997
36,1.0,0.0,1.0,1.0,0.2004758531632408,0.8194430976744632,0.3784830196379929,0.9101563458197564,0.40633903724850273,0.5939342458403974,0.8940610969439031,0.9044044498265875,0.7552653090051518,0.9422092735475075,0.08620035711321428,0.8743071593669866,0.07981995492541638,0.02680283695747354,0.6044002680761513,0.1942048570842171
37,0.0,1.0,1.0,1.0,0.5275922419229596,0.8072212133964997,0.4168614363785381,0.6894726398507415,0.665651948512092,0.7886405623478042,0.8683635843290265,0.17096658314000857,0.696076369253733,0.2962814646425951,0.3140476133902992,0.8032893207040794,0.1164832039455378,0.8575077209602112,0.24063280647430696,0.6352745191959702
38,1.0,1.0,1.0,1.0,0.2917976394001085,0.5352982478070326,0.7246715417021263,0.5609307136404512,0.5593908839071509,0.32473572687440233,0.08934504124978482,0.08764373302688311,0.8481653758411354,0.28586831911145283,0.6709421019698948,0.7998651815324844,0.4649902363097066,0.45818075081879184,0.19831800817390088,0.8457628712724256
39,1.0,0.0,0.0,0.0,0.3068230471130665,0.42572244915318525,0.29296549164539165,0.5223699920469765,0.9380497008663642,0.06839886585617094,0.04107717284620338,0.06645372454908227,0.041385368132834666,0.7297374315437746,0.6407948548184061,0.199367673813457,0.6466875393606607,0.5262239815464903,0.6124094916346396,0.406115683246398
40,1.0,1.0,1.0,1.0,0.5107070328054072,0.9947701222634501,0.7004970179610293,0.02066146767249255,0.17827522376144356,0.66550871219615,0.3050309988662401,0.9496725102775063,0.4858258850047442,0.16920525625048133,0.7928518065508126,0.30385216809939164,0.6939615312786671,0.6760597931092451,0.491195988642246,0.14300654054659723
41,1.0,1.0,0.0,0.0,0.4110111628691234,0.9200879557683342,0.5134787438655846,0.570718371392544,0.9652706980720172,0.5779062111991886,0.719190261476623,0.8022779930071264,0.006340258813200106,0.9105553834673105,0.23698235338384388,0.0964651869729456,0.3343030685343056,0.14430467722876417,0.3155967474907606,0.7023970186089069
42,1.0,0.0,0.0,1.0,0.34643661021306105,0.6381460401003437,0.6204572732213242,0.2678939768031632,0.3910099026900925,0.08061318105718984,0.4120784870239047,0.7414454107943581,0.13534939915332322,0.273413933159664,0.03542599215050446,0.42413226156777917,0.048082651436112456,0.32723268233887837,0.19617285376517757,0.3954449263578229
43,0.0,0.0,1.0,1.0,0.1328994798559816,0.8247880820849651,0.17857837659484865,0.43939734963342614,0.06645644499991332,0.24663563447105485,0.7949382248071994,0.5249097854465506,0.3404530095986358,0.5379764561993067,0.7597552053357189,0.3076596904390413,0.3906705095946109,0.4825165061565224,0.911805600776658,0.5185829771461964
44,1.0,1.0,0.0,0.0,0.43699148864605775,0.7080754126860567,0.900235543285957,0.8630670184850214,0.08405288900163421,0.5729170327079004,0.40535821929455707,0.5422564100267663,0.02076264175625364,0.9269855782286888,0.42561028802555234,0.016215845667833406,0.26409395223483656,0.8220864588271184,0.2164372358519273,0.19354186587203537
45,0.0,0.0,1.0,1.0,0.29404999912038465,0.6738545665101163,0.39212700211605633,0.863583346416859,0.8417809094090273,0.6257273279648204,0.3939247432602764,0.9522694635380101,0.9224848241904514,0.0959017722593174,0.4054491557032329,0.09754673414982784,0.7293486899094526,0.4577717023574076,0.7597687930569719,0.75554752779414
46,0.0,1.0,1.0,1.0,0.5796079250003703,0.44384025094168156,0.15601775944947283,0.5535350513187467,0.3460600595764769,0.7447448698971352,0.23685693412048725,0.43429940247314847,0.7349253248239888,0.31204071250818366,0.48146641536191304,0.7903741873453202,0.27781189346425283,0.8617086256695704,0.21102689464925528,0.5692092073704744
47,0.0,1.0,1.0,1.0,0.3132732179117911,0.6699155952900084,0.11374784695022677,0.26786317808668436,0.6760165067871098,0.8989668809959206,0.9311059486653165,0.3591660903323365,0.9537353978485501,0.5639159538001044,0.8777379036340025,0.1920241601181908,0.7010937487956215,0.7262329584485266,0.8269039707484017,0.34128025937599904
48,0.0,1.0,1.0,1.0,0.5229975444377859,0.6215058924891235,0.06079508608203865,0.018699263518553,0.2980450023382847,0.5047341885502443,0.2996155719553698,0.44283400783386706,0.3841864755490595,0.06549254431481999,0.3296042423308616,0.7294279420234632,0.7634347496212708,0.6884108541932742,0.7637020291591264,0.36220488968923537
49,0.0,0.0,1.0,1.0,0.5550996713657612,0.528839601110151,0.20307534540515093,0.9765715959905005,0.15416925028625617,0.3708895029335322,0.22272072270173637,0.3603998164624703,0.4849818788431872,0.24948877097021038,0.9814008013536517,0.9433964022023453,0.43028135091362285,0.7424973533462528,0.9498834036098551,0.9113016492671167
50,0.0,1.0,1.0,1.0,0.7906780660780851,0.679315348471108,0.09682638697066703,0.26280300495209385,0.9936703648395476,0.7103245328098157,0.39010810071631297,0.5671759760062527,0.08951013392314666,0.4407391899031766,0.10495735482699342,0.6818378231102654,0.05748907632882927,0.4370890374975541,0.5674514850814956,0.6102938676825861
51,1.0,1.0,1.0,1.0,0.31150283456219674,0.6691970720068593,0.9884138882127861,0.3930208007361593,0.29226331156621266,0.4675627665065516,0.2903165165849826,0.8491880445120402,0.7121630023316861,0.34929941947374965,0.45208027847572985,0.42877568873881866,0.5414027012250007,0.9573127775356481,0.2691976096679992,0.12411868697627015
52,0.0,1.0,1.0,1.0,0.608500744088448,0.7360929835350289,0.35253624004876716,0.3560139518025217,0.5913670366016215,0.8231242479637046,0.6508774241918673,0.5760782919263108,0.5031055374440291,0.09924719397880843,0.27264032228727464,0.03344568839574691,0.5968767025156999,0.03295895871214716,0.48782274737028863,0.05027084815740057
53,1.0,1.0,0.0,1.0,0.7060489781104096,0.6487016846821927,0.4103758661110889,0.0077381629878782165,0.5826650851442129,0.7450186683007891,0.9241911473669394,0.09815224545675749,0.032365479805054,0.1068219957058012,0.17913858560016427,0.175181674705149,0.7325336573011022,0.2007504149286795,0.9227040435197615,0.18058166540082388
54,1.0,0.0,1.0,1.0,0.20578783894485642,0.32713640365484253,0.4913322000099022,0.4868757432166305,0.5032573987319517,0.28815934386422215,0.47458507832135,0.06431284631715428,0.33084759661329377,0.4862328771482278,0.2952898843395846,0.3781820327728427,0.35567162227716065,0.5546055598602496,0.7413362286038432,0.31494919113443154
55,1.0,1.0,1.0,1.0,0.5417531995332291,0.4001054558607936,0.7624095502579382,0.47955264160403743,0.1586162272538193,0.1308000338140134,0.48172727467299226,0.24642310739454576,0.9224939127815917,0.5746144226499064,0.07461399446416472,0.3726967066511754,0.12962542279819267,0.1729892116058368,0.4712578171022248,0.3646404804112061
56,1.0,1.0,1.0,0.0,0.19748517365709595,0.6322586585015242,0.9411442832603876,0.8202310807103546,0.26307148878282227,0.8699102230416133,0.3974213333938219,0.8881171101550306,0.7185556213345784,0.6600223556100447,0.9724917787088317,0.09441107174527197,0.47302335561051834,0.02184251801332482,0.20103197594460775,0.20533810452570744
57,1.0,1.0,0.0,1.0,0.30465038939324085,0.07622309758476986,0.7876165745244257,0.64670505145451,0.962673408475188,0.9559269794558405,0.8609862797058241,0.9526291541025231,0.04407321198630998,0.7775997436567271,0.5737658319616395,0.7156964514241161,0.034320306117319066,0.4636055854465396,0.3855794288697135,0.3029229366731596
58,1.0,1.0,1.0,1.0,0.15618335024641106,0.5305307067639278,0.34794832032157785,0.14246730623386594,0.8368372573569711,0.3931794873660568,0.8106122923832841,0.6163033797814205,0.6390721581444192,0.12253073793368896,0.3553883307574256,0.04429984807937515,0.22833608257107518,0.5813863811046781,0.3034250800408609,0.7379897323810742
59,1.0,0.0,1.0,1.0,0.15362478420095493,0.19122078421717337,0.8290365494268234,0.9685456805967085,0.4348182136401878,0.31767392112044357,0.7702107758946073,0.2824473186306815,0.38467936202923647,0.22577154362174656,0.5983933748042494,0.9303913386556263,0.10370982456895916,0.7871808083516612,0.41849560996387536,0.07331964884572395
60,1.0,1.0,0.0,1.0,0.13158445318416867,0.3130262736669812,0.3693632860477616,0.8617549601470833,0.2755103545554345,0.8822734005551556,0.5112819802827129,0.7760347758043018,0.05065324047127828,0.01078841168500011,0.3696579242131648,0.5611707503429831,0.5485753012548472,0.7270130283655403,0.2640270832386017,0.6830291472783084
61,1.0,1.0,1.0,1.0,0.29515016774364533,0.4085450858335674,0.22708289573656493,0.07465743936963765,0.8967301530696924,0.6582335899543592,0.5830005763080857,0.34835623415027983,0.6598613970190094,0.3266051457242386,0.6916624356119853,0.21705725581498503,0.5019807753828546,0.965787024356481,0.7051246449893559,0.13050977277665998
62,1.0,0.0,1.0,1.0,0.7108557360019446,0.4949518656477615,0.8577480379280025,0.5988465722632913,0.7069410630590858,0.24421088373645194,0.5128041261445465,0.12588490167337774,0.4703810679018604,0.39499497141053974,0.16628638814593732,0.48889568388367555,0.06324282235735723,0.4155117888827523,0.6304686259710888,0.88687206717501
63,0.0,1.0,1.0,0.0,0.6647967421996472,0.339693037753769,0.317999337155667,0.22970290423746642,0.053383865727578694,0.6619534819459201,0.11347361818154333,0.16848511591846538,0.9107185981161392,0.34193588748414894,0.46852936362373765,0.06549789097696401,0.44695911721592263,0.1452595714610576,0.37045727593131783,0.5526237969541722
64,0.0,1.0,1.0,0.0,0.9488184410510834,0.45298171173064017,0.5292388719599861,0.4965256210508686,0.45500211522723544,0.5992857690216499,0.2617636406998284,0.8634196821911618,0.408871408231951,0.522533178325645,0.5286296325968525,0.02526051459971146,0.21347210656697546,0.9305560915629042,0.5461986332491974,0.48478838309322814
65,0.0,1.0,1.0,1.0,0.6993420801991954,0.43672267373801377,0.06465722832402732,0.30489058654598344,0.11921288416302067,0.40982387064610815,0.8784481181141839,0.365214981272008,0.7790610021436738,0.7219117732868336,0.7403780286859656,0.3892629113740187,0.9224800028956442,0.981027302669119,0.8140711543445946,0.5704986657202689
66,1.0,1.0,0.0,1.0,0.385785226307364,0.517695656181437,0.7427317400191776,0.4617337482781877,0.6369859298026316,0.9206278009323379,0.587963420240671,0.71476335656591,0.16907286909175667,0.6131171791687189,0.3131831945596708,0.12316385301334576,0.4624545570308356,0.4122642177105945,0.9687729591286155,0.14822652182094231
67,0.0,0.0,0.0,1.0,0.6102382598570328,0.7329842774848484,0.6451231295294511,0.4828543151961133,0.5861364405873608,0.08857068655221834,0.7129636552706339,0.6902435334512196,0.1036431757804177,0.818368110559821,0.18747621668579562,0.7986753705545167,0.06451598874037956,0.16069910656604414,0.8851605668346736,0.9769037439866733
68,0.0,1.0,1.0,0.0,0.8450917672041279,0.048438054725697066,0.4592485368539748,0.6649138596292153,0.07354178648926857,0.5089419582054155,0.023038840160384932,0.6283058783448513,0.7349671471363033,0.9718098146203792,0.961784391038637,0.23749690222754916,0.7598043296623193,0.07669288659101725,0.15792727567307374,0.5938318366011925
69,0.0,1.0,1.0,1.0,0.953443291446966,0.7921523839283867,0.3418773337685822,0.8351190056268745,0.0416483719202736,0.5916010746960765,0.3795611502500944,0.8326594633169448,0.29193522712738074,0.81490331438806,0.29666306873457027,0.3813398387055418,0.45457056793988937,0.15416044183806288,0.5694629990816514,0.10872208135033068
70,1.0,0.0,1.0,1.0,0.04289926749349027,0.9027213568290353,0.3746016599751515,0.9889971803096165,0.6450864730973791,0.829346568307788,0.18699918190317288,0.6685415272720189,0.9021616010677375,0.23850749975516583,0.8859924072970865,0.3378295593215592,0.6742861656609237,0.9668204092718666,0.3277294878380528,0.13012472841860745
71,0.0,1.0,0.0,1.0,0.6703400380405093,0.7364685415112066,0.09175238928538354,0.269821242645658,0.2817454918622506,0.9985895992046927,0.6720005874775519,0.6790983525898623,0.05733077799010999,0.3559939253130354,0.9590268425150595,0.9546424099954177,0.6289984049153643,0.8695963266466936,0.9229976575341956,0.36508398346103765
72,1.0,1.0,1.0,1.0,0.3134321861481829,0.08617922200625883,0.19235827955780882,0.002468905093126472,0.9811050197121918,0.8416438073105056,0.23701313545160052,0.9653931485522538,0.30231445925830946,0.192686571862965,0.1819340090467193,0.16225955105984713,0.7818579367213812,0.9579544433379952,0.9803520884582455,0.49403733097889013
73,1.0,0.0,1.0,1.0,0.04505665726731878,0.20369199142486227,0.11571966906810205,0.6488350609220822,0.7791346022899097,0.19415012767337847,0.2667245148911572,0.8511846739018533,0.6952411402345879,0.4643490191663986,0.7457798350605847,0.48684707175788355,0.5130447093473516,0.1848207277616507,0.5592037239995015,0.3403378399260284
74,0.0,1.0,1.0,1.0,0.5573250506579445,0.7799323633769916,0.1578898922196058,0.7016166519407669,0.24979830523381796,0.6723279630282389,0.13414867439569844,0.8643692846918855,0.47698469460116977,0.9377397609625747,0.468466540606182,0.29164279244337554,0.2876117363680648,0.4583499319123663,0.36818959509417126,0.5303312303198742
75,1.0,1.0,0.0,0.0,0.8197752405734514,0.42244485770729334,0.620986957500397,0.025667298034846242,0.9606401828956228,0.46138222358885406,0.7758875610611706,0.9425850139726043,0.2664405701286834,0.698747099835293,0.9220843208082476,0.7190833386431581,0.30197112905967793,0.3751977189622804,0.6511649899899734,0.4167094964121725
76,1.0,1.0,1.0,1.0,0.9940577252258207,0.6720043147591686,0.8911255640659034,0.9525847361111556,0.07292227181075372,0.5205992284686579,0.1986322248139153,0.19096510970955982,0.3019551404595996,0.2942599858032269,0.6765021464448565,0.5327030445652184,0.10791893320855594,0.2518686500709718,0.4567553723937756,0.2628621369620795
77,1.0,1.0,1.0,1.0,0.38650695224593834,0.1531745855387484,0.5371328059900837,0.14288874111620087,0.616723197008472,0.6572301215194265,0.176043057475881,0.5974160151492723,0.4780272121068506,0.1933580729386677,0.017461812588570158,0.49931066073217567,0.7177235744679763,0.4029137965006754,0.45803154269653545,0.9442593162186181
78,0.0,1.0,1.0,1.0,0.686064676262907,0.33647350023998457,0.4081384902795484,0.3628503300097886,0.21554294574547372,0.7831038934259318,0.9169935745377376,0.06708089263301498,0.7388774428426449,0.6665149743287714,0.9319477248986133,0.19546975495196883,0.5571814100833199,0.07579094763534622,0.5944405768960808,0.4422049364524938
79,1.0,1.0,1.0,1.0,0.3125438866192336,0.8496881330389042,0.7391531605850615,0.8238309408187703,0.90650928315968,0.6503428363032574,0.06183453683167328,0.46930782959388284,0.3978429753807159,0.37754174063408663,0.2330745745555286,0.13700116827221842,0.5932801478894876,0.09877644650199457,0.20972592161556503,0.8861138784555367
80,1.0,1.0,1.0,1.0,0.8963362437450352,0.5758531283103466,0.9140459985755984,0.24360864683501915,0.9494913049067009,0.38645518663330625,0.6236931876828372,0.6990739186087406,0.6376889972473608,0.7488099855212788,0.36539176990828914,0.723467438813714,0.37215265214694915,0.19269780650083845,0.2352592635413684,0.27126552439154583
81,1.0,1.0,1.0,1.0,0.5674941178054042,0.8416578482907823,0.8449693803142455,0.2500305924913464,0.7237817679271604,0.26561491243409774,0.15705329571790205,0.6188755846998162,0.7913329195916016,0.14202811999621756,0.7275390050601469,0.013161048222105398,0.7768904734510027,0.7346881290668819,0.5422420664078673,0.3548149434880381
82,1.0,1.0,1.0,1.0,0.12749649378153738,0.6811196551507086,0.3011352793847335,0.2756720843791326,0.5536118322960143,0.19179807620681033,0.8954635792301802,0.9764876901155314,0.9450465769645218,0.1353475952195018,0.022315234291070185,0.7299499776928723,0.5669521223920964,0.6312006387766526,0.2627225775969444,0.27720037067732317
83,1.0,1.0,1.0,1.0,0.37285318813554147,0.8774988313231803,0.7568514558829508,0.2774728671030886,0.6454367007912372,0.5646106877863585,0.7535321500121125,0.009851362775294636,0.6626301327320383,0.22746452131634265,0.2593115337196492,0.9688160226515234,0.5708989161243009,0.4123521392908711,0.7500676562155606,0.17161913046756083
84,1.0,1.0,1.0,1.0,0.4867359951527237,0.649121645368026,0.7361668498605977,0.801118547778526,0.15527614870172224,0.7877516403487903,0.5997056325340943,0.9808141150637706,0.3437456097438234,0.30362473641297194,0.7283883526636651,0.4927887086265369,0.3201779521931841,0.5402783518669126,0.956588792220457,0.7950025321396554
